filename,left_x,left_y,right_x,right_y
frame_0_00_04_605912.jpg,172,298,307,301
frame_0_00_04_639288.jpg,172,298,308,301
frame_0_00_04_672664.jpg,172,298,308,301
frame_0_00_04_706041.jpg,172,298,307,301
frame_0_00_04_739417.jpg,172,298,307,301
frame_0_00_04_772793.jpg,172,298,307,301
frame_0_00_04_806169.jpg,172,298,307,301
frame_0_00_04_839545.jpg,172,298,308,301
frame_0_00_04_872922.jpg,172,298,308,301
frame_0_00_04_906298.jpg,172,298,308,301
frame_0_00_04_939674.jpg,172,298,307,301
frame_0_00_04_973050.jpg,172,298,307,301
frame_0_00_05_006426.jpg,173,298,307,301
frame_0_00_05_039802.jpg,172,297,307,301
frame_0_00_05_073179.jpg,172,298,307,301
frame_0_00_05_106555.jpg,172,298,307,301
frame_0_00_05_139931.jpg,172,298,307,301
frame_0_00_05_173307.jpg,172,298,307,301
frame_0_00_05_206683.jpg,173,297,307,301
frame_0_00_05_240059.jpg,172,298,307,301
frame_0_00_05_273436.jpg,172,298,307,301
frame_0_00_05_306812.jpg,172,298,307,301
frame_0_00_05_340188.jpg,172,298,307,301
frame_0_00_05_373564.jpg,172,298,307,301
frame_0_00_05_406940.jpg,175,299,311,302
frame_0_00_05_440317.jpg,181,301,316,304
frame_0_00_05_473693.jpg,185,302,321,305
frame_0_00_05_507069.jpg,189,304,324,307
frame_0_00_05_540445.jpg,190,306,325,308
frame_0_00_05_573821.jpg,190,307,324,309
frame_0_00_05_607197.jpg,189,307,324,309
frame_0_00_05_640574.jpg,189,307,324,309
frame_0_00_05_673950.jpg,189,307,324,309
frame_0_00_05_707326.jpg,189,307,324,309
frame_0_00_05_740702.jpg,189,307,324,309
frame_0_00_05_774078.jpg,189,307,324,309
frame_0_00_05_807455.jpg,189,307,324,309
frame_0_00_05_840831.jpg,189,307,324,309
frame_0_00_05_874207.jpg,189,307,324,310
frame_0_00_05_907583.jpg,189,307,324,309
frame_0_00_05_940959.jpg,189,307,324,309
frame_0_00_05_974335.jpg,190,307,324,309
frame_0_00_06_007712.jpg,190,307,325,310
frame_0_00_06_041088.jpg,190,307,325,310
frame_0_00_06_074464.jpg,190,307,325,310
frame_0_00_06_107840.jpg,190,307,325,310
frame_0_00_06_141216.jpg,190,307,325,310
frame_0_00_06_174592.jpg,190,307,325,310
frame_0_00_06_207969.jpg,190,307,325,310
frame_0_00_06_241345.jpg,190,307,325,310
frame_0_00_06_274721.jpg,190,307,325,310
frame_0_00_06_308097.jpg,190,307,325,310
frame_0_00_06_341473.jpg,190,307,325,310
frame_0_00_06_374850.jpg,190,308,325,310
frame_0_00_06_408226.jpg,190,307,325,310
frame_0_00_06_441602.jpg,190,307,325,310
frame_0_00_06_474978.jpg,190,307,325,310
frame_0_00_06_508354.jpg,190,307,325,310
