start_time,end_time,start_x,start_y,end_x,end_y,amplitude
0.0,0.033414,389.4285714285712,600.4999999999999,386.685714285714,603.4999999999997,4.0648819547585076
1.570497,1.603911,379.21428571428555,663.0571428571425,378.8999999999998,666.585714285714,3.5425403084135807
1.670741,1.704156,381.642857142857,674.1142857142854,385.34285714285693,667.1142857142854,7.9177016867269945
4.744906,4.778321,392.22857142857123,666.9714285714283,390.4999999999998,672.085714285714,5.398506974249433
4.84515,4.878565,390.2714285714284,673.4285714285711,391.4857142857141,669.6714285714282,3.9484949341360505
4.97881,5.012224,392.7714285714284,666.7999999999997,391.2571428571427,670.1142857142854,3.643837403124332
7.017114,7.050529,380.21428571428555,673.4142857142854,376.7571428571427,676.785714285714,4.8289095401486986
7.117359,7.150774,370.21428571428555,681.4285714285711,372.02857142857124,675.4428571428568,6.254630937414691
10.258353,10.291768,371.41428571428554,667.4714285714283,370.1571428571427,671.6571428571425,4.370424721339707
10.358598,10.392013,369.24285714285696,679.1999999999996,370.67142857142835,673.9714285714283,5.42021913857756
11.96251,11.995925,370.842857142857,667.8571428571427,371.74285714285696,673.1571428571426,5.375872022286196
12.497147,12.530562,380.9571428571426,661.4999999999997,381.17142857142835,657.8714285714283,3.63489325559795
13.065199,13.098614,388.1571428571426,647.9571428571426,389.84285714285693,644.9999999999998,3.40386934687746
